URL,Price,Address,Bedrooms,Bathrooms,House_Size,Land_Size,Description
https://ikman.lk/en/ad/th286-two-storey-house-for-sale-in-wellampitiya-for-sale-colombo,52000000,Wellampitiya,6,5,"3,800.0 sqft",14.0 perches,"￭ Peaceful surrounding, Exclusive Neighborhood￭ 20Ft Wide Road🟩 Property Features⭕️ 06 bedrooms⭕️ 05 bathrooms⭕️ Living area⭕️ Dining area⭕️ TV Lobby⭕️ Kitchen with Pantry🟩 Amenities⭕️ Balconies⭕️ Til"
https://ikman.lk/en/ad/malabe-5br-10p-two-story-house-for-sale-for-sale-colombo,42500000,"Rathnarama road, Malabe",5,4,"3,000.0 sqft",10.0 perches,"Code : KASM 366(Please mention this code number when you are calling to us)(මෙම දේපළ ගැන වැඩි විස්තර දැන ගැනීමට අපට කතා කරන විට, ඉහත සදහන් කෝඩ් එක අප වෙත පවසන්න)Two story, Five bedrooms House for Sale"
https://ikman.lk/en/ad/modern-elegance-residence-mount-lavinia-for-sale-colombo,87000000,Mount lavinia,4,4,"3,720.0 sqft",10.1 perches,"(SE1549)🏡✨ Super Luxury 2-Storey House for Sale – Dehiwala ✨💰 Price: Rs. 87,000,000 – 87 Million – 870 Lakhs📍 Location: Dehiwala📐 House Size: 3,720 Sqft | Land Size: 10.1 Perches🛏️ Bedrooms: 4 + Maid "
https://ikman.lk/en/ad/spacious-family-house-attidiya-for-sale-colombo,125000000,Dehiwala,5,2,"3,000.0 sqft",25.0 perches,"(SE1580)🏡 Spacious 5-Bedroom House for Sale in Attidiya – Prime Location! 🏡💰 Price: Rs. 125,000,000 – 125 Million – 1,250 Lakhs (Negotiable)🏠 Property Type: House📍 Location: Kahawita Road, Attidiya📏 L"
https://ikman.lk/en/ad/ip474-03-story-house-for-sale-at-nugegoda-for-sale-colombo,65000000,Ananda Balika Mawatha off Pagoda road.,5,3,"2,500.0 sqft",12.0 perches,💚03 Story House for sale At Nugegoda.💚Ananda Balika Mawatha off Pagoda road.700 meters from Pagoda road.💚Two storied house5 bedrooms3 washroomslivingdinningpantrymaids toitet.💚12 perch land💚floor area
https://ikman.lk/en/ad/thalawathugoda-gated-community-elegant-house-for-sale-for-sale-colombo-10,84000000,,4,5,"3,500.0 sqft",8.0 perches,Thalawathugoda Gated Community Elegant House For SaleSignature Home!Less Then Market Value Good Investment Unit. Close to pool and club housePrice:  - 84 Million - Lakhs (Negotiable)Property Type: Hou
https://ikman.lk/en/ad/three-storey-house-with-shop-for-sale-in-colombo-13-for-sale-colombo,43000000,Sri Kathiresan Street Colombo 13,3,3,"2,448.0 sqft",3.0 perches,Three-Storey House with Shope for Sale in  Colombo 13. AA 1225Location - Sri Kathiresan Street✓ 3 Perches✓ 3 Bedrooms✓ 3 Bathrooms✓  4th floor rooftop✓ Clear Documents✓ Ground floor Shop✓ Easy access 
https://ikman.lk/en/ad/beautiful-luxury-house-sale-talawatugoda-for-sale-colombo-2,55000000,Talawatugoda,4,4,"3,500.0 sqft",7.0 perches,Brand New Beautiful Luxury House Sale Talawatugoda7 Perches & 3500 SQ Ft20 Ft Road4 Bedrooms( A/ C Provision)3 Bathrooms( Hot water & 2 Attached  )1 Servant RoomModern PantryOutside KitchenTV LobbyBal
https://ikman.lk/en/ad/iddmee-vttinaakmtt-prcs-19-k-agnaa-tnimhl-nivs-ikmnin-vikiniimtt-khtudduv-for-sale-colombo,27000000,Kahatuduwa,4,3,"1,560.0 sqft",19.0 perches,"✅ ඉඩමේ වටිනාකමට පමනක්, කහතුඩුව අධිවේගී පිවිසුමට නුදුරුව, කොළඹ හොරණ 120 බස් පාරට මීටර් 30 ක් දුරින් පිහිටි, පර්චස් 19 ක අංගසම්පූර්ණ තනි මහල් නිවස ඉක්මනින් විකිනීමට..✅ නිදහස් පරිසරයක, මනරම් කුඹුර යායකට "
https://ikman.lk/en/ad/th203-newly-renovated-single-storey-house-for-sale-in-moratuwa-for-sale-colombo-1,60000000,Rawathawatta Moratuwa,3,2,"2,225.0 sqft",16.0 perches,"￭ Peaceful surrounding, Exclusive Neighborhood￭ 20Ft Wide Road￭ House type: Large house separated into two independent units, 2nd unit has Living, Dining and Pantry Kitchen🟩 Property Features⭕️ 03 bed"
https://ikman.lk/en/ad/spacious-home-in-peaceful-boralesgamuwa-for-sale-for-sale-colombo,43000000,,6,3,"2,793.75 sqft",15.0 perches,"Beautiful home in a calm setting, surrounded by mango and Bael trees.Short, straight access to main 120 route roadMinutes away from main supermarkets, pharmacies, banks, beauty salonsEasy access to th"
https://ikman.lk/en/ad/house-for-sale-colombo-3712,27000000,144/A/2 2nd lane maithreemawath welmilla Bandaragama,4,2,"4,083.0 sqft",32.0 perches,32 purchase2 story house4 bed rooms2 bathroomsMore than 5 vehicles parking area availableHouse based front of a beautiful padi fieldCalm environment5 min to kahathuduwa highway5 min to galani Gama hig
https://ikman.lk/en/ad/two-storey-4-bedrooms-house-for-sale-in-nugegoda-for-sale-colombo-21,38500000,Pitakotte,4,3,"2,230.0 sqft",8.0 perches,𝐋𝐮𝐱𝐮𝐫𝐲 𝟒 𝐁𝐞𝐝𝐫𝐨𝐨𝐦𝐬 𝐇𝐨𝐮𝐬𝐞 𝐟𝐨𝐫 𝐬𝐚𝐥𝐞 𝐢𝐧 𝐍𝐮𝐠𝐞𝐠𝐨𝐝𝐚  (near Ananda sastralaya ground)House built with high quality materials (9 inch gadol ) Highly residential area . (Price 38.5 M | 385 laks ). Please read t
https://ikman.lk/en/ad/battaramulla-dream-home-5br-luxury-for-sale-colombo-1,105000000,Baththaramulla,5,5,"3,000.0 sqft",10.0 perches,"(SE1368)🔥 Luxury Living in Battaramulla – Brand New 3800 sqft Home for Sale! 🔥🏡 Location: Robert Gunawardhana Rd, Battaramulla📏 Size: 3800 sqft | 10 Perches🛏 Bedrooms: 5 + 1 Maid’s Room🛁 Bathrooms: 5 "
https://ikman.lk/en/ad/mordern-2-storied-house-for-sale-in-diyagama-for-sale-colombo,29000000,Diyagama..,3,3,"2,660.0 sqft",7.5 perches,"✅ කහතුඩුව, කොට්ටාව, හෝමගම යන නගරවලට නුදුරුව,කොට්ටාව තලගල පාරේ ජම්බුගස්මුල්ල හංදියට සමීපව පිහිටි නවීනතම සුකෝපබෝගී තෙමහල් නිවස විකිනීමට..✅ සුන්දර ගමක, මනරම් කුබුරු යායකට සමීපව, වාස්තු විද්‍යානුකූලව ඉදි "
https://ikman.lk/en/ad/s1340-brand-new-luxury-three-storey-house-for-sale-in-battaramulla-for-sale-colombo-5,69500000,Palawatta junction Baththaramulla,4,2,"3,200.0 sqft",7.0 perches,"￭ Peaceful surrounding, Exclusive Neighborhood🟩 Property Features⭕️ 04 bedrooms⭕️ 02 bathrooms⭕️ Living area⭕️ Dining area⭕️ TV Lobby⭕️ Rooftop⭕️ Kitchen with Pantry🟩 Amenities⭕️ Balconies⭕️ Tiled Flo"
https://ikman.lk/en/ad/nidn-kaamr-4-k-nviin-demhl-nivsk-vikinniimtt-kottawa-mattegoda-for-sale-colombo,33000000,Siddamulla,4,3,"2,159.0 sqft",7.5 perches,𝐁𝐫𝐚𝐧𝐝 𝐍𝐞𝐰 𝟒 𝐛𝐞𝐝𝐫𝐨𝐨𝐦𝐬 𝐡𝐨𝐮𝐬𝐞 𝐟𝐨𝐫 𝐬𝐚𝐥𝐞 𝐢𝐧 𝐊𝐨𝐭𝐭𝐚𝐰𝐚 𝐌𝐚𝐭𝐭𝐞𝐠𝐨𝐝𝐚පිළියන්දල -කොට්ටාව බස් පාරට ආසන්නයෙන් සිධ්ධමුල්ලෙන්  නිදන කාමර 4 ක සහ නාන කාමර 3ක නවීන දෙමහල් නිවසක් විකිණීමට.මෙම නිවස මායිම් බිත්ති නොමැතිව නිව
https://ikman.lk/en/ad/brand-new-house-for-sale-malabe-for-sale-colombo-492,39000000,Malabe,3,3,"2,400.0 sqft",14.5 perches,"Brand New Single Storied House For Sale Arangala Junction , Malabe14.5Perches & 2400 SQ Ft20 Ft Road400 M to Main Road3 Bedrooms2 BathroomServant BathroomModern PantryLiving / DiningRoof topFinishing "
https://ikman.lk/en/ad/almost-brand-new-house-for-sale-athurugiriya-for-sale-colombo,29500000,Athurugiriya,4,3,"2,506.0 sqft",6.18 perches,"Almost Brand-New House For Sale From AthurugiriyaAddress: AthurugiriyaBedrooms: 4Bathrooms: 3House size: 2,506.0 sqftLand size: 6.2 perchesDescription* House is facing to a 20 feet Access Road* Built "
https://ikman.lk/en/ad/luxury-two-story-house-for-sale-in-baththaramulla-near-parliament-for-sale-colombo-22,99000000,Baththaramulla,6,4,"3,400.0 sqft",12.0 perches,"(SE1400)🏡 Luxury Two-Story House for Sale in Baththaramulla – Near Parliament (Jayanthipura)📍 Location: Jayanthipura, Baththaramulla – Just minutes from Parliament💰 Price: Rs. 99 Million (Negotiable)✨"
https://ikman.lk/en/ad/53-p-with-10000-sqft-bulding-sale-at-near-dehiwala-maharagama-road-for-sale-colombo,129500000,Near Belanwila Walking Path / Near Dehiwala- Maharagama Road,5,3,"10,000.0 sqft",53.0 perches,🌟53 P With Factory / Stores / Wherehouse / Land SALE at Dehiwala- Maharagama Road BORALESGAMUWA! 🌟53 P Land Area10000 Sq.Ft Building AreaDiscover a Golden Investment Opportunity in the thriving heart 
https://ikman.lk/en/ad/house-in-kesbewa-polgasowita-only-400-meters-to-120-colombo-horana-rd-for-sale-colombo,15000000,Kesbewa Polgasowita,3,2,"1,500.0 sqft",10.0 perches,House in Kesbewa Polgasowita* 10 p* 1500 SQFT* 3 Bedrooms* 2 Bathrooms ( 1 Attached )* Living - Dining - Pantry Kitchen* All 4 Sides Parapet Walls With Gate* 20 Feet Access Rds* Tap Water & Well Water
https://ikman.lk/en/ad/beautiful-house-for-sale-maharagama-for-sale-colombo-33,52500000,Bokundara,4,3,"2,750.0 sqft",10.0 perches,200m to Maharagama Bokundara bus rd4km to Maharagama town20ft Rd Facing Super HouseBrand new Two Story HouseModern Architecture Design HouseStandard Materials and fittings4.bedroom 3.bathroomSpacious 
https://ikman.lk/en/ad/nsb-brand-new-single-story-house-for-sale-in-kottawa-for-sale-colombo,26500000,Kottawa  Mattegoda road,3,2,"1,750.0 sqft",7.6 perches,BRAND  NEW  SINGLE  STORY  03 BEDROOM  HOUSE  FOR  SALE IN KOTTAWA......................................................................2 K M to kottawa highway entrance1.9 KM to kottawa  junctionmain
https://ikman.lk/en/ad/all-facility-with-house-sale-kottawa-for-sale-colombo,32500000,"Mattegoda, Kottawa",4,3,"2,800.0 sqft",11.5 perches,"Two Storied Good Condition House sale Mattegoda , Kottawa11.5 Perches & 2800 SQ Ft20 Ft Road300 M to Salgas Junction4 Bedrooms(2 Attached )3 BathroomsServant BathroomModern PantryLiving /Dining Area2 "
https://ikman.lk/en/ad/two-story-house-for-sale-maharagama-for-sale-colombo-339,52500000,Bokundara,4,3,"2,750.0 sqft",10.0 perches,200m to Maharagama Bokundara bus rd3km to Maharagama town1km to Arrawwala junction20ft Rd Facing Super HouseBrand newModern Architecture Design HouseStandard Materials and fittings4.bedroom 3.bathroom
https://ikman.lk/en/ad/ins-371-valuable-single-storey-house-sale-in-athurugiriya-for-sale-colombo,25000000,Athurugiriya,2,1,"1,200.0 sqft",20.0 perches,(INS-371)Valuable Single  Story House for Sale in Athurugiriya⛳ 200m to Kottawa Bus Road⛳ 600m to Colombo Bus Road (190 Bus Road)⛳ 2km to Athurugiriya JunctionHighly Residential Area☑️ 2 Bedrooms☑️ 1 
https://ikman.lk/en/ad/residential-house-for-sale-maharagama-for-sale-colombo-20,28000000,Maharagama Piliyandala rd Egodawatta,4,3,"2,700.0 sqft",9.9 perches,400m to Maharagama Piliyandala rd4 km to Maharagama town4 km to Piliyandala Town20ft rd facing Superb house9.9.Perch landTwo story houseModern Architecture design houseStandard Materials and fittings4
https://ikman.lk/en/ad/thalawathugoda-gated-community-house-for-sale-prime-location-for-sale-colombo,97000000,,4,5,"3,800.0 sqft",10.0 perches,Thalawathugoda Gated Community Luxury House For Sale Prime LocationSignature Home!Biggest Unit in the scheme. Close to pool and club housePrice:  - 97Million - Lakhs (Negotiable)Property Type: HouseLo
https://ikman.lk/en/ad/luxury-house-for-sale-malabe-for-sale-colombo-243,26000000,Malabe,3,3,"1,800.0 sqft",6.5 perches,Two Storied  Good Condition House sale Malabe6.5 Perches & 1800 SQ Ft20 Ft Road3 Bedrooms( A/ C )3 Bathrooms(Hot Water )Modern PantrySpacious Living / DiningBalconiesRoof Terrace2 Parking SpacePipe Bo
https://ikman.lk/en/ad/ins-367-valuable-single-storey-house-sale-in-athurugiriya-for-sale-colombo-1,23000000,Athurugiriya,3,2,"1,200.0 sqft",7.0 perches,(INS-366)Valuable Single  Story House for Sale in Athurugiriya Millennium City⛳ 1.5km to Athurugiriya Town⛳ 500m to Colombo Main Bus RoadHighly Residential Area☑️ 3 Bedrooms☑️ 2 Bathroom☑️ 6.75 Perche
https://ikman.lk/en/ad/nsb-super-luxury-house-for-sale-in-athurugiriya-for-sale-colombo,46000000,ATHURUGIRIYA  HIGHLY RESIDENTIAL,4,4,"2,650.0 sqft",9.6 perches,ATHURUGIRIYA – HIGHLY RESIDENTIAL HOUSE FOR SALE......................................................................📍 Prime & peaceful residential area in Athurugiriya...............................
https://ikman.lk/en/ad/residential-house-for-sale-maharagama-town-for-sale-colombo-27,46000000,Maharagama Temple Rd,3,3,"3,000.0 sqft",7.0 perches,1.2km to Maharagama town20ft rd facing Superb house7 perch landTwo story houseModern Architecture design houseStandard Materials and3 bedroom 3 bathroomSpacious dining room and living roomKitchen with
https://ikman.lk/en/ad/brand-new-stylish-modern-luxury-house-kesbewa-for-sale-colombo,39800000,Kesbewa Polduwa,4,3,"2,500.0 sqft",10.0 perches,Brand-New Stylish Modern Luxury House Kesbewa Polduwa* Single Storied House With a Roof-Top* 10 p* 2500 SQFT* 4 Bedrooms* 3 Bathrooms ( Hot-Water )* 1 Servant Toilet* Wooden Deck Connecting to a Secon
https://ikman.lk/en/ad/full-fill-brand-new-house-for-sale-for-sale-colombo-72,32500000,"Mattegoda , Kottawa",5,3,"2,950.0 sqft",7.5 perches,"Brand New Two Storied House For sale Mattegoda , Kottawa7.5 Perches & 2950 SQ Ft20 Ft Road800 M to Bus Road5 Bedrooms3 Bathrooms( Hot water )Modern PantrySpacious Living / DiningBalconiesPipe Born Wat"
https://ikman.lk/en/ad/house-for-sale-in-gorakana-moratuwa-for-sale-colombo-1,30000000,,4,3,"1,684.0 sqft",12.12 perches,"* This Residential property built as 2 units.* Extent of Main house and Annex 1684 Sq ft* Main house consists of Sitting/ Dining room, 3 Bedrooms, 2 Bathrooms, Pantry, and Kitchen.* Annex consists of "
https://ikman.lk/en/ad/luxurious-twin-residences-house-for-sale-thalangama-for-sale-colombo,139000000,Battaramulla,5,4,"4,017.0 sqft",38.31 perches,"(SE1577)🌟 Stunning Dual Residence for Sale – Thalangama North, Battaramulla 🌟💰 Price: Rs. 139,000,000 – 139 Million – 1,390 Lakhs📍 Location: Dutugemunu Mawatha, Thalangama North, Battaramulla📏 Land Ex"
https://ikman.lk/en/ad/architecture-designed-luxury-3-story-house-for-sale-in-athurugiriya-for-sale-colombo-6,46000000,MDH Jayawardhena Mawatha,4,4,"2,650.0 sqft",9.6 perches,"Architecture Designed Luxury 3 Story House For Sale In MDH Jayawardhena Mawatha, Athurugiriya.IDEAL FOR RESIDENCE / RESIDENCE OFFICE OR ANY RESIDENTIAL WORK...HIGHLY RESIDENTIAL AREA20 FEET WIDE ROAD "
https://ikman.lk/en/ad/brand-new-modern-single-storey-luxury-house-for-sale-colombo,39500000,"Malabe,Arangala",3,2,"2,000.0 sqft",14.5 perches,🚨 FOR SALE – MALABE (ARANGALA) 🚨💰 ONLY 395 LAKHS (39.5 MILLION )🏡 Brand New Modern Single Storey Luxury House📍 Just 200m to Arangala Junction🛣️ 20ft Wide Road Access✨ 3 Bedrooms✨ 2 Modern Bathrooms✨ S
https://ikman.lk/en/ad/nidnkaamr-htrk-nivsk-vikinniimtt-khtudduven-for-sale-colombo,11400000,Kahathuduwa,4,2,"1,500.0 sqft",10.0 perches,✅ නිදනකාමර හතරක අංග සම්පූර්ණ තනි මහල් නිවසක් විකිණීමට කහතුඩුව✅ 120 හොරණ කොළඹ පාරට කිලෝමීටර 1.5 යි✅ පිලියන්දල බස් මාර්ගයට මීටර් 450 යි✅ ලිං වතුර හා ටැප් වතුර✅ නිදනකාමර 4 ක් හා ඇතුළත නානකාමරක් සමග පිටත 
https://ikman.lk/en/ad/modern-02-story-house-for-sale-kottawa-for-sale-colombo,29500000,"Rukmalgama , Kottawa",3,2,"1,553.0 sqft",8.75 perches,"03 Spacious Bedrooms, including a Master Bedroom with attached bathroom & A/C02 Bathrooms with quality fittingsBright and spacious living area, perfect for relaxing and entertaining guestsSeparate TV "
https://ikman.lk/en/ad/thalawathugoda-gated-community-luxury-house-for-sale-prime-location-for-sale-colombo-4,84000000,,4,5,"3,500.0 sqft",8.0 perches,Thalawathugoda Gated Community Luxury House For Sale Prime LocationSignature Home!Less Then Market Value Good Investment Unit. Close to pool and club housePrice:  - 84 Million - Lakhs (Negotiable)Prop
https://ikman.lk/en/ad/modern-house-for-sale-in-nawala-for-sale-colombo-9,55000000,,5,4,"2,500.0 sqft",9.95 perches,"Situated 200 metres away from Koswatta Road, and 500 metres from Koswatta Junction, in a very residential area. This modern house is built on 9.95 perches, and has a total floor area of over 2,500 sq."
https://ikman.lk/en/ad/alut-nivsk-vikinniimtt-143-prdhaan-bs-maargytt-mittr-50-yi-kdduvel-nvgmuv-for-sale-colombo,18400000,"Kaduwela,Nawagamuwa",3,2,"1,523.0 sqft",8.6 perches,නිදහසේ නිස්කලංක පරිසරය ඉදිවු අංග සම්පූර්ණ අලුත් නිවසක් විකිණීමට..🎯කොලඹ ප්‍රධාන බස් පාරට 50M නුදුරින්🎯අඩි 20 පළල මාර්ගය💠පර්චස්- 8.6💠නිවාස size -1523 sqft💠නිදන කාමර 03💠අංග සම්පූර්ණ විශාල සාලය සහ මුලුතැන
https://ikman.lk/en/ad/2-storied-house-for-sale-in-malabe-for-sale-colombo-1,37500000,"Thalahena, Malabe",4,2,"2,465.0 sqft",16.2 perches,"4 Bedrooms - Master Bedroom A/C2 Bathrooms2 Vehicle Garage2 BalconiesGarden1KM to 177, 190, 170 bus routes"
https://ikman.lk/en/ad/two-storey-valuable-house-for-sale-in-kottawa-piliyandala-road-for-sale-colombo,34000000,Kottawa  Piliyandala  Road,4,3,"3,500.0 sqft",20.0 perches,TWO  STORY  20 PERCH  VALUABLE HOUSE FOR  SALE  IN KOTTAWA PILIYANDALA  ROAD___________________________________________Close to255 Bus  road 300 meets3 Km to kottawa  junction3 Km to kottawa  Highway 
https://ikman.lk/en/ad/thalawathugoda-prime-location-gated-community-house-for-sale-for-sale-colombo,97000000,,4,5,"3,800.0 sqft",10.0 perches,Thalawathugoda Prime Location Gated Community House For SaleSignature Home!Biggest Unit in the scheme. Close to pool and club housePrice:  - 97Million - Lakhs (Negotiable)Property Type: HouseLocation:
https://ikman.lk/en/ad/house-for-sale-in-padukka-for-sale-colombo-515,6400000,"Horagala West,Padukka",2,1,900.0 sqft,10.2 perches,කොළඹ දිස්ත්‍රික්කයේ හෝමාගම ප්‍රාදේශීය සභාවට අයත් ඉඩමකි.සෑම ප්‍රදේශයකටම ඉතා පහසුවෙන් ළගාවිය හැකිය.මීගොඩ නගරයට 6 Km  කි.අධිවේගී මාර්ගයට විනාඩි 20 යි. ටෙලිකොම් සහ තෙකලා විදුලිය ජල පද්ධති සහ ලිං පහසුකම් ස
https://ikman.lk/en/ad/modern-luxury-2-story-house-for-sale-boralesgamuwa-for-sale-colombo-81,55000000,Boralasgamuwa,4,3,"3,200.0 sqft",13.0 perches,"(SE1614)✨🏡 Modern Luxury 2-Story House for Sale – Boralesgamuwa 🏡✨💰 Price: Rs. 55,000,000 – 55 Million – 550 Lakhs (Negotiable)🏠 Property Type: House📍 Location: Gangarama RD, Boralesgamuwa📐 Size: 13 P"
https://ikman.lk/en/ad/house-for-sale-in-orugodawatte-for-sale-colombo-1,25000000,welewatte road orugodawatte,4,1,"2,500.0 sqft",8.0 perches,House for Sale – Orugodawatta (Welewatte Road)🏠 4 Bedrooms | 🚿 1 Washroom | 🍽️ Kitchen🛋️ Large Hall with Veranda🌿 Side Garden | 🚐 Parking for 2 Vans📐 7 Perches | 🛣️ 20 ft Roadside Property📍 300 m to O
https://ikman.lk/en/ad/17-perches-old-single-storied-house-with-only-land-value-baddagana-for-sale-colombo,67000000,"Baddagana, Kotte",2,1,"1,320.0 sqft",17.0 perches,✅ පිටකෝට්ට හන්දියට සමීපව බැද්දගාන පාරේ පිහිටි පර්චස්16.65 ක පැරණි නිවස සහ ඉඩම ඉක්මනින් විකිනීමට..✅ ඉඩමේ වටිනාකමටත් අඩුවෙන් ඉක්මනින් විකිනීමට. නිවස සදහ කිසිදු වටිනාකමක් ඇතුලත් කොට නොමැත.✅ 16.65 Perches
https://ikman.lk/en/ad/8-perch-singal-story-3-bedroom-house-sale-in-attidiya-for-sale-colombo,37000000,"Attidiya, Dehiwala",3,2,"1,300.0 sqft",8.0 perches,8 Perch Land With Singal Story 3 Bedroom House Sale In Attidiya150 meters to attidiya main road2 side road accessfully tilld house3 bedroom2 bathroomlivingkitchengardenparking availablepls call more d
https://ikman.lk/en/ad/af852-house-for-sale-neolammahara-for-sale-colombo,55000000,Neelammahara …..,4,3,"2,675.0 sqft",15.5 perches,"Land & House for sale - NeolammaharaVery close to Neelammahara Purana Temple🌼1 km to 120 bus route, Katuwawala Junction🌼2 Km to Maharagama.🌼Close to KDU hospital / campus and Apeksha hospital, Maharag"
